track_pt,track_eta,track_phi,det_raw_id
147.74,-0.639326,-2.04511,577044480 581238784 585400320 589594624 637568109 637572173 637633553 637633585 637635601 637635633 
151.123,0.639102,1.09642,575537152 579731456 583958528 588152832 637571453 637632793 637632825 637634841 637634873 
496.343,-0.266527,-0.789993,577601536 582025216 585957376 590413824 637568277 637568497 637570325 637570481 637572433 
469.753,0.266988,2.35151,576028672 580517888 584450048 588644352 637567509 637569557 637569721 637571673 637571705 
751.987,-0.109454,-1.48307,577339392 581533696 585728000 590970880 637568149 637568181 637570197 637570229 637572309 637572341 
797.925,0.109737,1.65848,575766528 579960832 584155136 590708736 637567381 637567413 637569429 637569461 637571541 637575669 
303.444,0.640119,-1.53149,577372160 581566464 585793536 591036416 637568221 637572317 637572349 637633689 637633721 637635737 637635769 
295.831,-0.64026,1.61007,575733760 579928064 584089600 590643200 637575661 637632913 637632945 637634961 637634993 
866.569,-1.03665,1.87756,575700992 580157440 604051552 604054624 637587624 637620360 637620392 637632909 637633069 
758.089,1.03658,-1.26399,577404928 581861376 604018928 604022000 637588010 637620746 637620778 637633693 637633853 637635741 
600.18,-1.03332,0.44487,575176704 579371008 604054552 604054560 637567117 637575208 637579304 637607944 637607976 637612040 637612072 637632685 637634701 637634733 
537.463,1.03313,-2.69679,576880640 581074944 604021936 637567901 637575594 637579690 637608330 637612426 637612458 637633469 637635485 637635517 
140.739,-2.31845,1.56067,604050000 604050512 604054056 604058152 604062248 
151.754,2.31854,-1.58076,604017376 604017888 604021360 604025456 604029552 637575746 637575778 
563.805,-1.50965,2.79892,604051080 604054664 604058760 604062856 637583684 637583716 637649156 637649188 
666.084,1.51002,-0.342739,604018456 604022040 604026136 604030232 637584070 637584102 637649542 637649574 
63.5491,-1.97096,2.26176,604050032 604050544 604054072 604058168 604062264 687885600 687901984 
61.5438,1.97089,-0.879882,604017408 604017920 604021376 604025472 604029568 637567682 637567714 687890210 687902530 687906594 
857.613,-1.75215,1.87488,604050016 604050528 604054064 604058160 604062816 637620452 637653188 637653220 687885088 687901472 
839.905,1.75179,-1.26672,604017392 604017904 604021368 604025464 604030192 637620838 637653574 637653606 687889698 687906082 
33.936,-1.64487,2.82954,604050056 604050568 604051080 604054088 604058760 604062856 637616452 637616484 637649156 687886368 687902752 
34.8464,1.64478,-0.311768,604017432 604017440 604017944 604017952 604018456 604021392 604026136 604026144 604030232 604030240 637616838 637616870 637620934 637620966 637649542 637653638 687890978 687891234 687907362 687907618 
387.141,-0.921305,-0.0196942,574914560 579108864 583303168 604051464 637566984 637566989 637567021 637569037 637601837 637632557 637632589 637634605 
402.813,0.921367,3.12198,576618496 580812800 585007104 604018840 637567773 637567805 637569821 637602621 637633373 
744.356,-1.15891,-2.84589,576487424 604054696 604058792 637575624 637633293 637641096 637641128 
891.283,1.15879,0.295761,575045632 604021784 604025880 637575242 637632541 637640746 
802.558,0.516267,0.967455,575537152 579731456 583925760 588120064 637567257 637569305 637600057 637632857 637634873 637636985 
755.081,-0.516495,-2.17416,577044480 581238784 585433088 637568017 637570065 637600817 637633617 637633649 637635633 
727.472,-0.96787,2.02746,575963136 580157440 604051560 637567501 637569549 637600008 637633069 637635117 
606.63,0.968008,-1.11423,577667072 581861376 604018936 637567626 637568285 637570333 637600394 637633853 637635901 
808.035,-0.557424,-2.25345,577044480 581238784 585433088 589332480 637568017 637570065 637600817 637633617 637635601 637635633 
904.088,0.557362,0.888176,575537152 579731456 583925760 588152832 637567257 637567357 637569305 637600057 637632857 637634841 637634873 
114.287,-1.49142,-2.33146,604051136 604054720 604058816 604062912 637587908 637587940 637653380 637653412 637653480 
109.495,1.49118,0.80984,604018216 604018224 604021800 604021808 604025896 604025904 604029992 604030000 637583430 637587526 637616166 637620262 637648902 637648934 637649002 637652998 637653030 637653098 
817.35,0.703777,-1.50763,577372160 581566464 585793536 591036416 637572317 637572349 637633689 637633721 637635737 637637885 
916.628,-0.703855,1.63388,575733760 584089600 590643200 637569453 637571533 637632913 637632945 637634961 637641197 
149.158,-2.01205,-1.7437,604050136 604050648 604054128 604058224 604062320 687888928 687905312 
153.756,2.01163,1.39781,604017224 604017736 604021288 604025384 604029480 687884322 687900706 
730.633,-1.25902,2.88816,604051080 604051088 604054664 604054672 604058760 604058768 604062856 604062864 637583620 637583652 637583720 637587716 637587748 637587816 637616456 637620552 
673.824,1.25856,-0.253379,604018456 604018464 604022040 604022048 604026136 604026144 604030232 604030240 637584006 637584106 637588102 637588134 637588202 637616842 637620938 
541.372,-2.34044,3.1404,604050072 604050584 604054096 604058192 604062288 
473.516,2.34047,-0.00167077,604017160 604017672 604021256 604025352 604029448 
138.398,-1.32192,-1.94388,604051152 604054736 604058832 604062928 637571620 637604356 637604456 637637192 
131.826,1.32191,1.19766,604018240 604021824 604025920 604030016 637571238 637603974 637604042 637604074 637636810 
821.982,-0.714643,-1.08347,577568768 581730304 585924608 590118912 637568333 637570349 637633809 637633841 637633901 637635857 
762.724,0.714411,2.05805,576061440 580255744 584482816 588677120 637567581 637633049 637633081 637633149 637635097 
714.158,-0.429318,-0.971333,577568768 581763072 585957376 590151680 637568273 637570321 637570353 637601073 637633905 637637969 
681.593,0.429208,2.17028,576061440 580255744 584450048 588644352 637567513 637567545 637569561 637569593 637571673 637633145 
473.624,-1.51594,1.85128,604051040 604054624 604058720 604062816 637587652 637587684 637653124 637653156 
483.986,1.51593,-1.29026,604018408 604018416 604021992 604022000 604026088 604026096 604030192 637583942 637588038 637588070 637649414 637649446 637653510 637653542 
822.156,-0.924948,-1.64674,577273856 581468160 585662464 637568141 637568173 637570189 637579784 637602989 637633709 637633741 
623.659,0.925109,1.49479,575832064 580026368 584220672 604018768 637567389 637567421 637569437 637579402 637602237 637632957 637632989 637635005 
39.909,-0.217949,-0.306142,577863680 579174400 586219520 587530240 637567089 637632565 637633941 637634613 637635989 
39.5846,0.217604,2.83557,576290816 580485120 588906496 637571833 637633173 637633205 637635221 637635253 
351.648,-2.38596,-2.87303,604050080 604050088 604050592 604050600 604054096 604054104 604058192 604058200 604062288 604062296 
632.097,2.38614,0.268539,604017168 604017176 604017680 604017688 604021256 604021264 604025352 604025360 604029448 604029456 
707.125,0.704848,-0.625414,577896448 586317824 590512128 637568477 637570493 637633945 637633977 637635993 637638141 
741.961,-0.70472,2.51616,576258048 580452352 584613888 588808192 637567693 637633169 637633201 637633261 637635217 
70.5034,-1.41202,-0.109164,604050952 604051232 604054536 604054816 604058632 604058912 604062728 604063008 637599748 637599780 637620868 637620900 637632584 637632616 637653704 637653736 
70.5809,1.41151,3.0326,604018320 604021904 604026000 604030096 637587782 637620486 637620518 637653254 637653322 637653354 
578.856,-0.968904,1.97948,575963136 580157440 604051552 637567501 637569549 637587624 637620360 637633069 637635117 
616.592,0.968913,-1.16214,577667072 581861376 604018928 637568285 637570333 637587978 637620746 637633853 637635901 
872.554,-2.16291,-0.615,604050184 604050192 604050696 604050704 604054152 604058248 604062344 687890464 687890720 687906848 687907104 
1399.97,2.1632,2.52652,604017272 604017280 604017784 604017792 604021312 604025408 604029504 687885858 687886114 687902242 687902498 
764.168,-2.31627,-0.478955,604050192 604050200 604050704 604050712 604054152 604058248 604062344 687886656 
651.747,2.3165,2.66251,604017280 604017288 604017792 604017800 604021312 604025408 604029504 
1172.5,-2.20045,-1.44133,604050144 604050152 604050656 604050664 604054136 604058232 604062328 687889184 687889440 687905568 687905824 
885.003,2.20042,1.70022,604017232 604017240 604017744 604017752 604021296 604025392 604029488 687884578 687884834 687900962 687901218 
1689.42,-1.91115,1.8207,604050008 604050016 604050520 604050528 604054064 604058160 604062256 687884832 687885088 687901216 687901472 
1190.5,1.91148,-1.32054,604017384 604017392 604017896 604017904 604021368 604025464 604029560 637575746 637575778 687889442 687889698 687905826 687906082 
663.445,-0.591945,0.913656,575471616 579665920 588021760 637567249 637567341 637600049 637632817 637632849 637634833 637634865 
548.423,0.592016,-2.228,577110016 581304320 585498624 589725696 637568025 637568125 637600825 637633593 637633625 637635609 637635641 
708.404,-2.21126,-1.64042,604050136 604050144 604050648 604050656 604054128 604058224 604062320 687888928 687889184 687905312 687905568 
859.036,2.21097,1.50125,604017224 604017232 604017736 604017744 604021288 604025384 604029480 687884322 687884578 687900706 687900962 
629.372,0.22742,-1.13346,577601536 581795840 586022912 590217216 637568377 637633813 637633845 637635861 637635893 
694.087,-0.227646,2.00808,576028672 580222976 584384512 588578816 637567601 637633045 637633077 637635093 637635125 
722.126,-1.13566,2.87668,576225280 604054664 604054672 604058760 604058768 637583688 637587784 637616424 637633165 637635213 637649160 637649192 637653256 637653288 
1239.19,1.1358,-0.2649,577929216 604022040 604022048 604026136 604026144 637588170 637616810 637620906 637633949 637635997 637649546 637653642 637653674 
145.488,-1.96267,-1.96269,604050128 604050640 604054120 604058216 604062312 687888672 687905056 
147.598,1.96263,1.17895,604017216 604017728 604021280 604025376 604029472 687883810 687884066 687900194 687900450 
560.759,-0.447001,-1.41059,577306624 581500928 585695232 590938112 637568145 637568177 637570193 637570225 637600945 637637841 637637873 
535.34,0.446702,1.73096,575799296 579993600 584187904 590741504 637567385 637567417 637569433 637569465 637571545 637637081 637641209 
339.982,-1.93461,-1.10419,604050160 604050168 604050672 604050680 604054144 604058240 604062336 687886144 687889696 687889952 687906080 687906336 
350.283,1.93482,2.03744,604017248 604017256 604017760 604017768 604021296 604021304 604025392 604025400 604029496 687885090 687885346 687901474 687901730 
996.722,-1.88982,0.389457,604049944 604050456 604054032 604058128 604062224 637640804 687882784 687883040 687899168 687899424 
942.321,1.88988,-2.75221,604017320 604017832 604021336 604025432 604029528 637641190 687887394 687903778 
1913.69,-2.40581,-2.926,604050080 604050088 604050592 604050600 604054096 604058192 604062288 
1110.13,2.40581,0.21542,604017168 604017176 604017680 604017688 604021256 604025352 604029448 
293.179,-1.45768,-1.37164,604051176 604054760 604058856 604062952 637583940 637616644 637616676 637649412 637649512 
281.456,1.45769,1.76987,604018264 604021848 604025944 604030040 637583558 637616262 637616294 637649030 637649130 
192.142,-1.11205,2.96556,576487424 604051600 604054672 637620520 637633293 637635341 637653256 
191.711,1.11171,-0.176213,577929216 604018976 604022048 637620906 637633949 637653642 
541.826,-1.89351,0.92527,604049968 604049976 604050480 604050488 604054040 604058136 604062232 687883552 687883808 687899936 687900192 
422.961,1.8931,-2.21627,604017344 604017856 604021344 604025440 604029536 637653478 687888162 687888418 687904546 687904802 
1356.7,-2.36159,2.96065,604050064 604050576 604054088 604058184 604062280 
882.178,2.3602,-0.18078,604017440 604017952 604021392 604025488 604029584 
318.969,-0.377445,-2.499,576782336 580976640 585170944 589365248 637567889 637567921 637569937 637569969 637572049 637633521 637637617 
312.955,0.377617,0.642653,575275008 579469312 583663616 587857920 637567129 637567161 637569177 637569209 637571289 637636857 
104.449,0.0333998,-0.30619,577863680 582057984 586252288 587563008 637567093 637568405 637570453 637570485 637572565 637601205 637633941 637635989 
104.222,-0.0328534,2.83549,576290816 580747264 584679424 588873728 637567637 637569685 637571797 637571829 637600565 
54.5405,-0.17888,2.9739,576552960 580747264 584941568 589135872 637567765 637567797 637567829 637567861 637569813 637569845 
54.9382,0.178193,-0.167491,577863680 579174400 583368704 637567029 637567061 637568405 637569077 
574.827,-1.89163,-1.21971,604050160 604050672 604054136 604058232 604062328 687889696 687906080 
578.345,1.89181,1.92213,604017248 604017760 604021296 604025392 604029488 637653222 687885090 687901474 
543.192,-1.14184,2.54549,576225280 604054656 604058752 637579592 637608232 637612328 637633165 637635213 637645064 637645096 
588.808,1.14198,-0.596138,577929216 604022024 604022032 604026120 604026128 637579978 637633949 637635997 637641354 637645450 637645482 
401.75,-2.16229,0.307154,604049944 604050456 604054032 604058128 604062224 687882528 687882784 687898912 687899168 
391.138,2.16239,-2.83422,604017312 604017320 604017824 604017832 604021336 604025432 604029528 687887138 687887394 687903522 687903778 
732.303,-1.50013,-0.74403,604051208 604054792 604058888 604062984 637575876 637575908 637641348 637641380 
624.282,1.4998,2.39755,604018296 604021880 604025976 604030072 637575494 637575526 637640966 637640998 637641066 
328.183,-2.03533,0.407085,604049944 604049952 604050456 604050464 604054032 604058128 604062224 687882784 687883040 687899168 687899424 
466.253,2.03452,-2.73478,604017320 604017328 604017832 604017840 604021336 604025432 604029528 687887394 687887650 687903778 687904034 
326.347,-1.7052,-2.26882,604050112 604050624 604054112 604062912 637620708 637653444 687888160 687904544 
331.454,1.70495,0.872671,604017200 604017712 604021272 604030000 637620326 637653062 687883554 687899938 
637.333,-1.17268,2.53587,576225280 604051072 604054648 604054656 604058744 604058752 604062840 637575496 637579592 637633165 637641000 637645096 
714.253,1.17293,-0.605802,577929216 604022024 604022032 604026120 604026128 637575882 637579978 637633949 637635997 637641386 637645482 
286.236,-0.689752,-0.46655,577830912 582025216 586186752 590381056 637572557 637572589 637633937 637633969 637635985 637636017 
293.083,0.689854,2.6751,576323584 580517888 584744960 588939264 637567741 637571805 637633177 637633209 637633277 637635225 
47.3546,-0.26059,-2.24043,576815104 581238784 585433088 589365248 637568081 637570097 637572081 637633429 
47.9732,0.260574,0.900873,575504384 583925760 588120064 637567321 637571449 637632789 637634837 
367.039,-1.3652,-2.74119,604051112 604054696 604058792 604062888 637608324 637608356 637608424 637641160 
331.552,1.36518,0.400353,604018200 604021784 604025880 604029976 637575206 637607942 637607974 637608042 637640778 
71.0637,-1.48016,2.35926,604051056 604054640 604058736 604062832 637571396 637604132 637608228 637636868 637636900 637636968 
65.9213,1.48001,-0.782439,604018440 604022024 604026120 604030216 637575878 637608614 637641350 637641382 637641450 
475.871,-1.93431,0.539292,604049952 604050464 604054032 604058128 604062224 687883040 687899424 
418.952,1.93454,-2.60231,604017328 604017840 604021336 604025432 604029528 687887650 687904034 
842.612,0.414629,-2.05614,577110016 581304320 585498624 589692928 637568025 637568057 637570073 637570105 637572185 637633657 
854.755,-0.414964,1.08536,575471616 579665920 583860224 588054528 637567281 637567313 637569297 637569329 637571409 637636977 
527.587,-1.51651,2.21129,604051056 604054640 604058736 604062832 637571396 637571428 637636868 637636900 687885600 
567.49,1.51641,-0.93039,604018432 604022016 604026112 604030208 637571782 637571814 637637254 637637286 
557.507,-1.47346,-2.64543,604051120 604054704 604058800 604062896 637579716 637612452 637645188 637645220 637645288 
514.041,1.47363,0.495947,604018208 604021792 604025888 604029984 637579334 637612070 637644806 637644838 637644906 
843.828,0.615438,-2.27972,576847872 581304320 585531392 589463552 637572093 637633433 637633593 637635641 
758.902,-0.615521,0.861737,579665920 583827456 588021760 637567341 637632817 637634865 
870.703,-0.512069,-2.36461,576782336 581238784 585170944 589365248 637567889 637569937 637600817 637635633 637637585 637637617 
971.149,0.511906,0.776884,575275008 579731456 583663616 637567129 637569177 637600057 637632889 637636825 
1016.87,-2.27921,2.28835,604050032 604050544 604054072 604058168 604062264 
849.173,2.27913,-0.853208,604017408 604017920 604021376 604025472 604029568 637567682 637567714 687902530 
720.146,-2.11058,-1.89415,604050128 604050640 604054120 604058216 604062312 687888672 687905056 
897.758,2.11022,1.24749,604017216 604017728 604021280 604025376 604029472 687884066 687900450 
415.422,-0.995486,-0.392029,577798144 581992448 604051736 637568397 637570445 637584040 637616776 637633965 637635981 637636013 
426.723,0.995719,2.74954,576356352 580550656 604018824 637567645 637569693 637583658 637616394 637633213 637635229 637635261 
948.917,0.810664,1.88313,575832064 580288512 584482816 637567549 637569597 637602365 637632921 637633117 
470.062,-2.2604,-2.53495,604050096 604050104 604050608 604050616 604054104 604054112 604058200 604058208 604062296 604062304 
390.168,2.26091,0.606303,604017184 604017192 604017696 604017704 604021264 604021272 604025360 604025368 604029456 604029464 
970.215,-1.38185,-0.192208,604051232 604054816 604058912 604063008 637620868 637620900 637620968 637653704 
908.296,1.3817,2.94938,604018320 604021904 604026000 604030096 637620486 637620518 637620586 637653322 637653354 
280.587,-1.3168,-1.34547,604051176 604054760 604058856 604062952 637583876 637583908 637616744 637649480 
264.603,1.31681,1.79617,604018264 604021848 604025944 604030040 637583494 637583526 637616330 637616362 637649098 
748.886,-2.01813,2.11548,604050024 604050536 604054072 604058168 604062264 687885344 687901728 
982.144,2.01802,-1.02602,604017400 604017912 604021376 604025472 604029568 637567682 637567714 687889954 687902530 687906338 
535.239,-0.443141,3.05047,576520192 580714496 584908800 589103104 637567761 637569809 637569841 637600561 637633361 637633393 
519.807,0.443381,-0.0910669,575012864 579207168 583401472 587595776 637567001 637567033 637569049 637569081 637599801 637632601 637636729 
621.868,-0.049233,-0.322951,577863680 582057984 586252288 587563008 637601205 637632629 637633941 637635989 637636021 637638101 
614.804,0.0489735,2.81854,576290816 580485120 584679424 588873728 637600437 637633173 637635221 637635253 637637333 637637365 
963.626,0.163537,1.99906,576028672 580222976 584417280 588611584 637567509 637567541 637567573 637567605 637569557 637569589 
982.379,-0.16319,-1.14246,577601536 581795840 585990144 590184448 637568277 637568309 637568341 637568373 637570325 637570357 
680.571,-2.1583,-1.8471,604050128 604050136 604050640 604050648 604054120 604054128 604058216 604058224 604062312 604062320 687888672 687888928 687905056 687905312 
698.321,2.15861,1.29453,604017216 604017224 604017728 604017736 604021280 604021288 604025376 604025384 604029472 604029480 687884066 687884322 687900450 687900706 
434.147,-1.97082,2.23959,604050032 604050544 604054072 604058168 604062264 687885600 687901984 
432.487,1.97051,-0.901921,604017408 604017920 604021376 604025472 604029568 637567682 637567714 687890210 687902530 687906594 
371.376,-0.356137,-1.2484,577306624 581763072 585957376 590938112 637568145 637568305 637568337 637570353 637637873 
365.277,0.356607,1.89312,580255744 584450048 590741504 637567545 637567577 637569593 637579769 
257.606,-1.77448,1.98984,604050016 604050024 604050528 604050536 604054064 604054072 604058160 604058168 604062816 637632836 637632868 637653188 637653220 687885088 687885344 687901472 687901728 
249.08,1.77455,-1.15168,604017392 604017400 604017904 604017912 604021368 604021376 604025464 604025472 604030192 637633222 637653574 637653606 687889698 687889954 687902530 687906082 687906338 
182.63,-1.89324,-1.68884,604050136 604050144 604050648 604050656 604054128 604058224 604062320 637641316 687888928 687889184 687905312 687905568 
205.086,1.89392,1.45249,604017224 604017736 604021288 604025384 604029480 637640934 687884322 687884578 687900706 687900962 
115.75,-1.65676,2.56195,604050040 604050048 604050552 604050560 604051064 604054080 604058744 604058752 604062848 637608260 637612356 637612388 637640964 637645060 687885856 687886112 687902240 687902496 
118.723,1.65664,-0.579652,604017424 604017936 604021384 604026128 604030224 637612742 637612774 637645446 637645510 687890722 687907106 
259.189,-2.07317,1.85386,604050008 604050016 604050520 604050528 604054064 604058160 604062256 687884832 687885088 687901216 687901472 
288.993,2.07304,-1.28776,604017384 604017392 604017896 604017904 604021368 604025464 604029560 637575746 637575778 687889442 687889698 687905826 687906082 
144.828,-1.46369,-1.38334,604051176 604054760 604058856 604062952 637583940 637616676 637649412 637649444 637649512 
140.366,1.46356,1.75825,604018264 604021848 604025944 604030040 637583558 637616262 637616294 637649030 637649130 
1201.97,0.612178,-2.74665,576847872 581042176 589201408 589463552 637567897 637567997 637571965 637633433 637633465 637633497 637635481 637635513 
941.336,-0.612055,0.394874,575209472 579403776 583565312 587759616 637567213 637571309 637632657 637632689 637634705 637634737 
920.65,-0.985573,-0.930208,577536000 581730304 604051712 637568269 637570317 637571752 637604488 637633837 637635885 
688.186,0.985139,2.21125,576094208 580288512 604018800 637567517 637569565 637571370 637604106 637633085 637635101 637635133 
250.922,-0.964752,-1.90966,577011712 581206016 604051664 637568013 637570061 637571624 637604360 637633581 637635629 
273.027,0.964936,1.23186,575569920 579764224 604018752 637567261 637569309 637571210 637603978 637632829 637634877 
224.838,-1.60302,-2.4171,604050104 604050616 604051128 604054112 604058808 604062904 637583844 637616580 637649284 637649316 687887904 687904288 
213.698,1.60298,0.724447,604018216 604025896 604029992 637583462 637616198 637648902 637648934 687883298 687899682 
702.342,-0.331403,-3.10265,576520192 580714496 584908800 589103104 637567793 637567825 637567857 637569809 637569841 637571921 
654.029,0.331594,0.0388354,575012864 579207168 583401472 587595776 637567033 637569049 637569081 637571161 637571193 
225.073,-2.45126,1.39683,604049992 604050504 604054056 
666.456,-1.59018,1.72983,604051032 604054616 604058712 604062808 637583588 637616324 637649028 637649060 687884832 687901216 
287.895,-0.993605,-2.7858,580943872 604051624 637575592 637608328 637633453 637635501 
285.574,0.993525,0.355744,575307776 579502080 604018712 637567133 637569181 637575210 637607946 637632701 637634717 637634749 
58.2355,-1.43333,2.78456,604051080 604054664 604058760 604062856 637583684 637616388 637616420 637649256 
57.0374,1.43367,-0.35697,604018456 604022040 604026136 604030232 637584070 637616774 637616806 637649642 
336.57,-2.2951,-0.750359,604050176 604050184 604050688 604050696 604054144 604054152 604058240 604058248 604062344 687886144 
390.492,2.295,2.39135,604017264 604017272 604017776 604017784 604021304 604021312 604025408 604029504 
427.122,0.246282,-2.94244,576552960 584974336 589168640 637571929 637571961 637633301 637635349 
428.691,-0.24653,0.199135,574980096 579174400 583335936 587792384 637567217 637571153 637632533 637632565 637634581 
16.8199,-1.65779,-2.90992,604050080 604050592 604054096 604058784 604062880 637604292 637604324 637636996 637637060 687887136 687903520 
16.916,1.65823,0.23164,604017176 604017688 604018200 604021264 604025880 604029976 637608006 637608038 637640710 687882786 687899170 
524.332,0.494225,-1.19376,577634304 581828608 586022912 590217216 637568281 637570329 637601081 637633881 637633913 637635897 
562.308,-0.494426,1.94752,575995904 580190208 584384512 588578816 637567505 637569553 637600305 637633105 637633137 637635121 637645297 
1061.5,0.339212,-2.24808,577110016 581304320 585498624 589430784 637568057 637568089 637570073 637570105 
863.961,-0.339585,0.893525,579665920 583860224 588054528 637567313 637567345 637569329 
754.437,-1.41489,1.31102,604051008 604051016 604054592 604054600 604058688 604058696 604062784 604062792 637571268 637575364 637603972 637604004 637608068 637608100 637636740 637636808 637636840 637640904 637640936 
696.803,1.41481,-1.83053,604018384 604018392 604021968 604021976 604026064 604026072 604030160 604030168 637571654 637575750 637604358 637604390 637608454 637608486 637637126 637637194 637637226 637641290 637641322 
122.437,-1.73571,1.71575,604050008 604050520 604054064 604058160 604062808 637616356 637649092 687884832 687901216 
120.113,1.73529,-1.42578,604017384 604017896 604021368 604025464 604030184 637616742 637649478 687889442 687905826 
273.389,-1.69474,2.98968,604050064 604050576 604054088 604058768 604062864 637620580 637653316 687886624 687903008 
261.544,1.69454,-0.152071,604017440 604017952 604021392 604026144 604030240 637620966 637653702 687891234 687907618 
833.855,0.864636,-2.7081,576880640 581074944 585269248 637567933 637569949 637602749 637633501 
1029.5,-0.864641,0.433552,575176704 579371008 583565312 637567117 637567149 637569165 637601965 637632717 
384.441,-0.34784,-2.07201,577044480 581238784 585433088 589627392 637568017 637568049 637568081 637568113 637570065 637570097 637572177 
332.757,0.347691,1.06935,575537152 579731456 583925760 588120064 637567257 637567289 637567321 637569305 637569337 637571449 
418.633,-0.132174,-0.425887,577863680 582057984 586252288 590446592 637633941 637633973 637635989 637636021 637638101 637638133 
396.937,0.132456,2.7158,576290816 580485120 584679424 588873728 637633173 637633205 637633269 637635221 637635253 637637333 
692.941,-0.610187,-0.3326,577830912 582025216 587497472 637567085 637568401 637633937 637633969 637635985 637636017 637638097 
672.184,0.610262,2.80913,576323584 580517888 584744960 588939264 637571837 637633177 637633209 637635225 637635257 
300.318,-1.92771,-0.179589,604050208 604050720 604054160 604058256 604062352 687886656 687891232 687907616 
331.964,1.92774,2.9622,604017296 604017808 604021320 604025416 604029512 687886626 687903010 
78.2486,0.122354,-2.58803,576815104 581009408 585203712 589398016 637567893 637567925 637567957 637567989 637569941 637569973 
78.0662,-0.122388,0.553694,575242240 579436544 583630848 587825152 637567125 637567157 637569173 637569205 637571285 637571317 
456.478,-2.29453,-1.76995,604050136 604050648 604054128 604058224 604062320 
313.827,2.29443,1.37171,604017224 604017736 604021288 604025384 604029480 
397.415,-0.583865,2.22175,575995904 580190208 584384512 588546048 637567505 637567597 637633041 637633073 637635089 637635121 637637201 
396.088,0.583213,-0.919942,577634304 581828608 586022912 590249984 590512128 637568281 637568381 637601081 637635865 637635897 637637977 
210.532,-1.60549,1.52733,604050000 604050512 604051024 604058704 604062800 637579492 637612228 637612260 637644932 687884576 687900960 
211.808,1.60565,-1.61427,604017376 604017888 604018400 604026080 604030176 637579878 637612614 637645318 637645350 687889186 687905570 
498.072,-2.25914,2.52877,604050040 604050048 604050552 604050560 604054080 604058176 604062272 687902240 
375.325,2.25939,-0.612613,604017416 604017424 604017928 604017936 604021384 604025480 604029576 
484.629,-2.33103,-0.304562,604050200 604050208 604050712 604050720 604054160 604058256 604062352 687886656 
250.292,2.33137,2.83732,604017288 604017296 604017800 604017808 604021320 604025416 604029512 
560.912,-0.981107,2.2561,575963136 580157440 604051568 637567501 637569549 637571368 637604104 637633069 637635117 
650.252,0.981483,-0.885469,577667072 581861376 604018944 637568285 637570333 637571754 637604490 637633853 637635869 637635901 
353.698,-0.108735,-2.13125,577077248 581271552 585465856 589660160 637633557 637633589 637633621 637633653 637635605 637635637 
363.119,0.108869,1.01027,575504384 579698688 583892992 588087296 637632789 637632821 637632853 637634837 637634869 637636981 
313.218,0.487373,-0.350676,577896448 582090752 586285056 587595776 590479360 637568409 637570457 637601209 637632633 637636025 637638105 
340.778,-0.487343,2.79083,576258048 580452352 584646656 588840960 637567633 637569681 637600433 637635249 637637329 637637361 
348.581,-0.207288,-2.13408,577077248 581271552 589627392 637568113 637633557 637633589 637635605 637635637 
322.911,0.207459,1.00749,575504384 579698688 583892992 588120064 637571449 637632789 637632821 637632853 637634837 637634869 
8.67919,-1.08713,0.0942513,604051744 604054816 637620904 637653640 
8.61763,1.08803,-3.04728,576880640 604018856 604021928 637608362 637633437 637633469 637635485 637641098 
741.911,0.891825,2.02386,576094208 580288512 584482816 637567517 637567549 637569565 637602365 637633117 
762.001,-0.891792,-1.1177,577536000 581730304 585924608 637568269 637568301 637570317 637603117 637633869 
405.777,-1.79763,-0.511818,604050192 604050704 604054152 604058248 637645508 637645540 687890720 687907104 
419.618,1.79799,2.62989,604017280 604017792 604021312 604025408 637645126 637645158 687886114 687902498 
32.2235,-2.39027,-1.84552,604050128 604050136 604050640 604050648 604054120 604054128 604058216 604062312 
33.0903,2.39051,1.29625,604017216 604017224 604017728 604017736 604021280 604021288 604025376 604025384 604029472 604029480 
512.963,-0.864659,-2.03958,577011712 581206016 585400320 637568013 637568045 637570061 637602861 637637709 
477.966,0.86444,1.10211,575569920 579764224 583958528 637567293 637569309 637602109 637636957 
155.351,-1.60514,0.460786,604049944 604049952 604050456 604050464 604050968 604050976 604054032 604058648 604058656 604062744 604062752 637575268 637579364 637608004 637612100 637612132 637640708 637644804 687882784 687883040 687899168 687899424 
155.369,1.605,-2.6809,604017328 604017840 604018352 604026032 604030128 637579750 637612486 637645190 637645222 687887394 687887650 687903778 687904034 
243.797,0.428188,-0.199234,577896448 579207168 583401472 587595776 637568409 637569081 637599801 637632601 637632633 
239.089,-0.428007,2.9423,576258048 580714496 584908800 588840960 637567633 637567793 637567825 637569841 637633361 637637361 
893.668,-0.0673375,-1.28223,577339392 581795840 585728000 590970880 637568149 637570197 637570357 637572341 637601077 
959.773,0.0665696,1.85944,575766528 580222976 590708736 637567381 637569429 637569589 637579765 637600309 
206.193,-1.25455,0.360079,604050968 604054552 604058648 604062744 637575172 637575204 637575272 637608008 
202.266,1.25477,-2.78143,604018344 604021928 604026024 604030120 637575558 637575590 637575658 637608394 
139.641,2.43639,-2.1688,604017344 604017352 604017856 604017864 604021344 604021352 604025440 604025448 
122.614,-2.43649,0.972554,604049968 604049976 604050480 604050488 604054040 604058144 
618.13,-0.687856,-2.42657,576782336 580976640 585138176 589332480 637572045 637572077 637633425 637633457 637635473 637637613 
576.32,0.687809,0.714908,575275008 579469312 583696384 588152832 637571293 637632665 637632697 637632893 637634713 
