track_pt,track_eta,track_phi,det_raw_id
439.889,-0.124812,0.599573,575242240 579436544 583630848 587825152 637567125 637567157 637569173 637569205 637571285 637571317 
465.592,-0.603799,-2.93407,576520192 580714496 584876032 589070336 637571949 637633297 637633329 637635345 
447.137,0.604156,0.207346,575012864 579207168 587890688 637567001 637567229 637632537 637632569 637634585 637634617 637636697 
720.17,-1.4164,1.20371,604051008 604054592 604058688 604062784 637571268 637603972 637604004 637636740 637636840 
656.519,1.41638,-1.93802,604018384 604021968 604026064 604030160 637604358 637604390 637637194 637637226 
623.344,0.0236848,-2.28413,576815104 581271552 585465856 589398016 637567893 637568085 637570101 637572085 637600821 637633429 
584.669,-0.0237621,0.857334,575242240 579698688 583892992 588087296 637567125 637567317 637567349 637569333 637600053 
795.936,-1.53918,0.920439,604050992 604054576 604058672 604062768 637587524 637587556 637620292 637652996 637653028 687883552 687899936 
870.215,1.53918,-2.22108,604018368 604021952 604026048 604030144 637587910 637587942 637620678 637653382 637653414 687888162 687904546 
952.975,0.852845,-2.4142,576880640 581074944 585269248 637567901 637567933 637569949 637637597 
899.585,-0.852959,0.727362,575176704 579371008 583565312 637567149 637569165 637601965 637636813 
41.83,-1.25124,1.30031,604051008 604054592 604058688 604062784 637571204 637571236 637571304 637604040 
42.2935,1.25119,-1.84113,604018392 604021976 604026072 604030168 637575686 637575718 637575786 637608522 
44.5845,-2.38201,-1.11485,604050160 604050168 604050672 604050680 604054136 604054144 604058240 604062336 687886144 
47.7039,2.38281,2.02662,604017248 604017256 604017760 604017768 604021296 604021304 604025392 604025400 604029488 604029496 
1278.4,-1.37334,0.998827,604051000 604054584 604058680 604062776 637599876 637599908 637599976 637632712 
941.781,1.37305,-2.14289,604018376 604021960 604026056 604030152 637600262 637600294 637600362 637633098 
551.288,-0.47359,-0.638459,577830912 582025216 586219520 590413824 637568401 637570449 637570481 637601201 637634001 637636017 637638129 
495.065,0.473385,2.50315,576323584 580517888 584712192 588644352 588906496 637567641 637569689 637569721 637600441 637633241 637633273 637635257 
684.674,-0.967186,2.5776,576225280 580419584 604051584 637567629 637569677 637579560 637612296 637633197 637635245 
547.12,0.966725,-0.56385,577929216 582123520 604018960 637568413 637570461 637579914 637612682 637633981 637636029 
662.169,-1.33735,2.20415,604051056 604054640 604058736 604062832 637571364 637604100 637604200 637636936 
622.241,1.33735,-0.937495,604018432 604022016 604026112 604030208 637567622 637567654 637571750 637604486 637604586 637637322 
290.945,-2.07617,0.528355,604049952 604050464 604054032 604058128 604062224 687883040 687899424 
287.939,2.07642,-2.61315,604017328 604017840 604021336 604025432 604029528 687887650 687904034 
136.462,-2.14821,3.13136,604050072 604050584 604054096 604058192 604062288 687886880 687903264 
126.655,2.14816,-0.0103716,604017160 604017672 604021256 604025352 604029448 687882274 687898658 
598.262,-1.07986,-1.68023,577273856 604051672 604054744 637608488 637633677 637633709 637635725 637641224 
605.174,1.08001,1.46136,575832064 604018760 604021832 637608106 637632925 637632957 637634973 637640842 
293.17,-1.40602,2.7876,604051080 604054664 604058760 604062856 637616388 637616420 637649224 637649256 
314.786,1.40651,-0.354173,604018456 604022040 604026136 604030232 637616774 637616806 637649610 637649642 
318.966,-1.31326,-2.91433,604051104 604054688 604058784 604062880 637571460 637571492 637604228 637604296 637604328 637637064 
276.48,1.3133,0.227253,604018192 604021776 604025872 604029968 637571110 637603846 637603914 637603946 637636682 
584.251,-1.87082,0.903323,604049968 604050480 604054040 604058136 604062232 637653092 687883552 687899936 
568.884,1.87092,-2.23833,604017344 604017856 604021344 604025440 604029536 637653478 687888162 687904546 
293.968,0.200857,-0.942999,577601536 581795840 590217216 637568377 637633813 637633845 637635861 637635893 
310.795,-0.200307,2.19848,576028672 580222976 584417280 588578816 637633045 637633077 637635093 637635125 637637205 
423.437,-1.47884,1.32654,604051016 604054600 604058696 604062792 637575364 637608100 637636740 637640836 637640868 637640936 
401.577,1.47866,-1.81486,604018384 604018392 604021968 604021976 604026064 604026072 604030160 604030168 637571654 637575750 637604390 637608486 637637126 637637226 637641222 637641254 637641322 
26.2317,-0.625845,3.11737,576520192 580714496 584876032 588808192 589070336 637567853 637571821 637633297 637633329 637635345 637635377 
25.232,0.625668,-0.0243403,575012864 579207168 583434240 587628544 637571165 637571197 637632537 637632569 637634585 637634617 
504.809,-1.73573,-0.538277,604050192 604050704 604054152 604058248 604062992 637612772 637645508 687890720 687907104 
488.814,1.73562,2.60331,604017280 604017792 604021312 604030080 637612390 637645126 687886114 687902498 
233.449,-1.88345,2.38036,604050032 604050040 604050544 604050552 604054080 604058176 604062272 637641060 687885600 687885856 687901984 687902240 
220.103,1.88353,-0.761097,604017408 604017416 604017920 604017928 604021376 604021384 604025472 604025480 604029568 604029576 637567682 637637350 637641446 687890210 687890466 687902530 687906594 687906850 
497.239,-2.30127,-3.02773,604050072 604050080 604050584 604050592 604054096 604058192 604062288 
653.999,2.30126,0.114027,604017160 604017168 604017672 604017680 604021256 604025352 604029448 
30.2289,-1.53077,-0.994323,604051192 604054776 604058872 604062968 637567684 637567716 637633156 637633188 
29.5248,1.53107,2.148,604017264 604017776 604018288 604021872 604025968 604030064 637571398 637571430 637604166 637632774 637636870 637636902 687885602 687901986 
299.67,0.78896,-1.61023,577372160 581599232 585793536 589987840 637568189 637568221 637570237 637633689 637633789 637635737 
340.025,-0.78911,1.53132,575733760 579895296 584089600 588283904 637567405 637569453 637632913 637632973 637637101 
121.61,-1.23181,0.606335,604050976 604054560 604058656 604062752 637579268 637579300 637579368 637612104 637632653 637644840 
115.765,1.23182,-2.53534,604018352 604018360 604021944 604026040 604030136 637579654 637583750 637583850 637616586 637633437 637645226 637649322 
48.4983,-1.36546,0.58016,604050976 604050984 604054560 604054568 604058656 604058664 604062752 604062760 637583396 637612036 637612068 637612136 637616132 637616164 637616232 637644872 637648968 
47.1907,1.36552,-2.56112,604018352 604021936 604026032 604030128 637579686 637612422 637612454 637612522 637645258 
269.856,-1.20248,1.28995,604051008 604054592 604054600 604058688 604058696 604062784 604062792 637571204 637571272 637575368 637604040 637632781 637636776 637640872 
295.903,1.20224,-1.85162,604018384 604021968 604026064 604030160 637571590 637571658 637604426 637633565 637637162 
60.1111,-2.07648,-1.7119,604050136 604050648 604054128 604058224 604062320 687888928 687905312 
59.6986,2.07623,1.42977,604017224 604017736 604021288 604025384 604029480 687884322 687884578 687900706 687900962 
118.091,0.570815,-2.08667,577110016 581304320 585498624 589725696 637568025 637568125 637600825 637633593 637633625 637635609 637635641 637637721 
116.755,-0.5708,1.05499,575471616 579665920 583860224 588021760 637567249 637569297 637571437 637600049 637632849 637634865 
523.726,-1.99157,0.561722,604049952 604050464 604054032 604058128 604062224 687883040 687883296 687899424 687899680 
565.043,1.99158,-2.57977,604017328 604017840 604021336 604025432 604029528 687887650 687887906 687904034 
537.744,-0.561987,-1.14497,577568768 581763072 585957376 590118912 637568273 637568365 637570321 637601073 637633873 637635857 637635889 
552.714,0.561663,1.99661,576061440 580255744 584450048 588677120 637567513 637567613 637600313 637633113 637635097 637635129 
190.099,0.989915,1.8026,575832064 580026368 604018776 637567389 637569437 637583530 637616266 637632957 637634973 
182.996,-0.989792,-1.33892,577273856 581730304 604051688 637568141 637583912 637616648 637633837 637635725 
440.634,0.503674,-1.12195,577634304 581828608 586022912 590217216 637568281 637570329 637601081 637633881 637633913 637635897 
426.617,-0.503658,2.01958,575995904 580190208 584384512 588578816 637567505 637569553 637600305 637633105 637633137 637635121 
1084.39,-1.28141,-2.48848,604051128 604054712 604058808 604062904 637583748 637583780 637583848 637616584 637616616 
898.723,1.28155,0.65308,604018216 604021800 604025896 604029992 637583366 637583398 637583466 637616202 637616234 
691.022,0.101888,-0.537169,577863680 582057984 586252288 590446592 637568405 637568437 637568469 637570453 637570485 637572597 637601205 
730.968,-0.102891,2.60447,576290816 580485120 584679424 588873728 637567637 637567669 637567701 637567733 637569685 637569717 
320.172,-1.95411,-1.26358,604050160 604050672 604054136 604058232 604062328 687889440 687889696 687905824 687906080 
294.95,1.95435,1.87776,604017248 604017760 604021296 604025392 604029488 687884834 687885090 687901218 687901474 
413.243,-1.70573,-1.07199,604050168 604050680 604054144 604062968 637600484 637633156 637633220 687886144 687889952 687906336 
423.18,1.7055,2.06956,604017256 604017768 604021304 604030056 637600102 637632838 687885346 687901730 
29.9306,-1.85347,1.36063,604049984 604049992 604050496 604050504 604054048 604054056 604058144 604058152 604062240 604062248 637636836 637640932 687884064 687884320 687900448 687900704 
28.8444,1.85311,-1.78076,604017368 604017880 604021360 604025456 604029552 637641318 687888930 687905314 
941.465,-0.469086,-1.97939,577044480 581238784 585433088 589627392 637568017 637570065 637570097 637600817 637633649 637637713 
887.519,0.468907,1.16217,575537152 579731456 583925760 588120064 588382208 637567257 637569305 637569337 637600057 637633017 637634873 637636953 637636985 
95.6957,-1.37244,-0.743226,604051208 604054792 604058888 604062984 637608580 637608612 637608680 637641416 
93.9886,1.37236,2.39838,604018296 604021880 604025976 604030072 637575462 637608198 637608230 637608298 637641034 
700.301,-0.655621,-0.576134,577830912 582025216 586186752 590381056 637568461 637572589 637633937 637633969 637635985 637636017 
664.08,0.655283,2.56522,576323584 580517888 584744960 588939264 637567709 637567741 637633177 637633209 637635225 637635257 
1016.73,-2.35235,1.95356,604050016 604050528 604054064 604058160 604062256 
505.524,2.35257,-1.18831,604017392 604017904 604021368 604025464 604029560 637567682 637567714 637575746 637575778 687902530 
670.858,-1.57241,2.15442,604050032 604050544 604051048 604054632 604058728 604062824 637567332 637600068 637632772 637632804 637636868 637636900 687885344 687885600 687901728 687901984 
658.371,1.57271,-0.987204,604018424 604022008 604026104 604030200 637567718 637600454 637633158 637633190 637637254 687890210 687906594 
631.332,-0.987395,-2.79746,576487424 580943872 604051624 637575592 637608328 637633453 637635501 
794.408,0.987113,0.344096,579502080 604018712 637575210 637607946 637632701 637634749 
1675.96,-2.34551,-1.46997,604050144 604050152 604050656 604050664 604054128 604054136 604058224 604058232 604062320 604062328 
427.966,2.34559,1.6716,604017232 604017240 604017744 604017752 604021288 604021296 604025384 604025392 604029480 604029488 
747.307,-1.5363,-2.2387,604051136 604054720 604058816 604062912 637587908 637587940 637620676 637653380 637653412 687888160 687904544 
835.069,1.53644,0.902941,604018224 604021808 604025904 604030000 637587526 637587558 637620294 637652998 637653030 687883554 687899938 
261.99,-2.24827,-2.20779,604050112 604050120 604050624 604050632 604054112 604054120 604058208 604058216 604062304 604062312 687888160 687888416 687904544 687904800 
268.641,2.24835,0.933898,604017200 604017208 604017712 604017720 604021272 604021280 604025368 604025376 604029464 604029472 
946.821,-1.67547,2.28454,604050032 604050544 604054072 604058736 604062832 637604196 637636932 687885600 687901984 
1157.87,1.67526,-0.857226,604017408 604017920 604021376 604026112 604030208 637604550 637604582 637637318 687890210 687902530 687906594 
682.081,0.327988,-1.67583,577372160 581566464 585760768 589955072 637568153 637568185 637568217 637568249 637570201 637570233 
686.214,-0.328042,1.46591,575733760 579928064 584122368 588316672 637567409 637567441 637569425 637569457 637571569 
832.84,-1.22828,2.47665,604051064 604054648 604058744 604062840 637575428 637575528 637608264 637633165 637641000 
822.529,1.22821,-0.664932,604018440 604022024 604026120 604030216 637575914 637608650 637633949 637641386 
293.036,-2.32034,1.42446,604049992 604050504 604054056 604058152 604062248 
291.181,2.32049,-1.71708,604017368 604017880 604021360 604025456 604029552 
161.963,0.211307,3.00735,576552960 580747264 589168640 637567865 637633301 637633333 637635349 637635381 
166.968,-0.210669,-0.134204,574980096 579174400 587530240 637567089 637632533 637632565 637634581 637634613 
49.0468,-0.163439,1.32475,575504384 579960832 583892992 588349440 637567253 637569301 637571413 637633013 
50.0717,0.164566,-1.81674,577077248 581533696 585728000 589922304 637568021 637633717 637633749 637633781 637635765 
288.919,-1.06477,2.06859,575963136 580157440 604051560 604054632 637567501 637600008 637600040 637632776 637633037 637633069 637635085 
313.577,1.06484,-1.07294,577667072 581861376 604018936 604022008 637568285 637600394 637600426 637633162 637633821 637633853 637635869 
358.409,-1.17282,1.49028,575700992 604054600 604054608 604058704 637579464 637632909 637634957 637644968 
304.866,1.17283,-1.65144,577404928 604021976 604021984 604026072 604026080 604030168 637575754 637579850 637633693 637641258 637645354 
800.123,-1.65988,-0.247828,604050200 604050208 604050712 604050720 604051224 604054160 604058904 604058912 604063000 604063008 637616836 637620932 637620964 637649540 637653636 637653700 687886656 687890976 687891232 687907360 687907616 
824.147,1.65989,2.8938,604017288 604017296 604017800 604017808 604018312 604021320 604025992 604026000 604030088 604030096 637616454 637616486 637620550 637620582 637649158 637649222 637653254 637653318 687886370 687886626 687902754 687903010 
790.252,-2.22179,1.53258,604050000 604050512 604054056 604058152 604062248 687884320 687884576 687900704 687900960 
833.286,2.22208,-1.60893,604017376 604017888 604021360 604025456 604029552 687888930 687889186 687905314 687905570 
575.347,-2.13946,1.1276,604049976 604049984 604050488 604050496 604054048 604058144 604062240 687883808 687884064 687900192 687900448 
464.458,2.13947,-2.0138,604017352 604017360 604017864 604017872 604021352 604025448 604029544 687888418 687888674 687904802 687905058 
617.698,-1.2966,2.70928,604051072 604051080 604054656 604054664 604058752 604058760 604062848 604062856 637579524 637579556 637583620 637583652 637612360 637612392 637616456 637616488 
610.918,1.29665,-0.432211,604018448 604018456 604022032 604022040 604026128 604026136 604030224 604030232 637579910 637579942 637584006 637584038 637612678 637612746 637612778 637616842 637616874 637645514 
984.752,-1.44616,-0.176854,604051232 604054816 604058912 604063008 637588164 637620900 637653636 637653736 
991.452,1.44621,2.96483,604018320 604021904 604026000 604030096 637587782 637620518 637653254 637653354 
1001.69,-2.27645,0.800068,604049960 604049968 604050472 604050480 604054040 604058136 604062232 
1721.78,2.27646,-2.34163,604017336 604017344 604017848 604017856 604021344 604025440 604029536 
509.174,-1.54366,0.615681,604049952 604050464 604050976 604050984 604054560 604054568 604058656 604058664 604062752 604062760 637579332 637579364 637583428 637583460 637612100 637616196 637644804 637644836 637648900 637648932 687883040 687899424 
498.009,1.54378,-2.52573,604018352 604018360 604021936 604021944 604026032 604026040 604030128 604030136 637579718 637579750 637583814 637583846 637612486 637616582 637645190 637645222 637649286 637649318 687887650 687904034 
831.766,-2.1286,-2.97608,604050080 604050592 604054096 604058192 604062288 687887136 687903520 
653.58,2.12879,0.165553,604017168 604017680 604021256 604025352 604029448 687882530 687898914 
846.932,-1.06309,-0.21611,577798144 604051744 604054816 637620872 637620904 637632557 637633933 637653640 
733.28,1.06296,2.92553,576356352 604018832 604021904 637620490 637620522 637633181 637633341 637653258 
63.7186,-0.437521,-0.547601,577830912 582025216 586219520 590413824 637568401 637568433 637570449 637570481 637601201 637634001 637638129 
64.4993,0.437845,2.59392,576323584 580517888 584712192 588906496 637567641 637567673 637569689 637569721 637600441 637633241 637633273 
637.201,-1.23009,-0.147698,604051232 604054816 604058912 604063008 637588100 637588200 637620936 637632525 637653672 
669.569,1.22992,2.99415,604018320 604021904 604026000 604030096 637587718 637587818 637620554 637633309 637653290 
685.87,-0.810847,-1.90136,577011712 581206016 585400320 637568045 637570061 637602861 637633553 637637709 
709.132,0.810935,1.24035,575537152 579764224 583958528 637567293 637569341 637632793 637636957 
695.112,-0.90043,-1.69012,577273856 581468160 585662464 604051672 637568141 637568173 637570189 637602989 637633741 
579.702,0.900479,1.45161,575832064 580026368 584220672 637567389 637567421 637569437 637602237 637632989 
783.499,-1.134,1.64619,575700992 604054608 604054616 604058704 604058712 637579464 637612200 637616296 637632909 637634957 637644936 637644968 637649032 
878.034,1.13401,-1.49535,577404928 604021984 604026080 637579850 637612586 637616682 637633693 637635741 637645322 637645354 637649418 
847.127,-1.04192,1.132,575438848 579633152 604054584 604054592 637567245 637599880 637599912 637603976 637604008 637632813 637634829 
870.011,1.042,-2.00941,577142784 581337088 604021960 604021968 637567530 637568029 637571626 637600266 637600298 637604362 637604394 637633597 637635613 637635645 
379.147,0.0370536,-2.85872,576552960 581009408 584941568 589135872 637569973 637600693 637633301 637635349 637637493 
380.636,-0.0366919,0.282725,574980096 579436544 583368704 587825152 637567221 637569205 637599925 637632533 637634581 637636693 
863.463,-0.37944,-0.403791,577830912 582025216 586219520 590413824 637568401 637568433 637570449 637570481 637572561 637638129 
907.246,0.379817,2.73778,576323584 580517888 584712192 588906496 637567641 637567673 637569689 637569721 637571801 637633273 
200.168,-2.06596,0.220285,604049936 604049944 604050448 604050456 604054024 604058120 604062216 687882528 687882784 687898912 687899168 
185.105,2.0656,-2.92142,604017312 604017824 604021328 604025424 604029520 687887138 687887394 687903522 687903778 
368.878,-1.06668,-1.72243,577273856 604051672 604054744 637608456 637608488 637633677 637633709 637635725 637641224 
435.913,1.06676,1.41919,575832064 580026368 604018760 604021832 637608074 637608106 637632925 637632957 637634973 637640842 
416.408,-0.120969,-0.775144,577601536 582057984 585990144 590446592 637568277 637570325 637633973 637634037 637636021 
375.954,0.121198,2.36632,576028672 580485120 584417280 588611584 637567509 637569557 637571669 637571701 637633205 637635253 
914.124,-0.289294,1.22236,583860224 588316672 637567253 637567473 637571409 
780.213,0.288495,-1.91917,577077248 581304320 585498624 589955072 637568021 637568057 637568249 637570105 637572185 
1043.35,-2.38479,-0.805715,604050176 604050184 604050688 604050696 604054144 604054152 604058240 604058248 604062336 604062344 687886144 
333.799,2.3848,2.33614,604017264 604017272 604017776 604017784 604021304 604021312 604025400 604025408 604029496 604029504 
768.348,-0.053679,3.04424,576552960 580747264 584941568 589135872 637567765 637567829 637567861 637569813 637569845 637600565 
750.129,0.0539414,-0.0972307,574980096 579174400 583368704 587563008 637566997 637567061 637569045 637569077 637571189 637599797 
788.787,-1.04423,-0.591213,577798144 581992448 604051728 604054800 637568397 637612680 637612712 637633965 637635981 
821.727,1.04396,2.55038,576356352 580550656 604018816 604021888 637567645 637608202 637612298 637612330 637633213 637635229 
307.488,0.309028,-0.947839,577601536 581828608 586022912 590217216 637568313 637568377 637570361 637572441 637633813 
311.939,-0.309303,2.1936,575995904 580190208 584384512 588578816 637567537 637567601 637569553 637569585 637571665 
12.9259,-1.11079,1.91656,575963136 604051560 604054632 604058728 637600040 637632776 637633037 637635085 
12.6446,1.11063,-1.22508,577404928 604018920 604021992 604026088 637616682 637633693 637635741 637649418 
581.21,-1.16725,-1.06949,577536000 604054776 604058872 637567688 637633192 637633805 637635853 
472.017,1.16692,2.07211,576094208 604021864 604025960 637567306 637632810 637633053 637635101 
1068.37,-1.55074,-3.0457,604050080 604050592 604051096 604051104 604054680 604054688 604058776 604058784 604062872 604062880 637567460 637571556 637600196 637604292 637632900 637632932 637636996 637637028 687887136 687903520 
978.933,1.55102,0.0958546,604017168 604017680 604018184 604018192 604021768 604021776 604025864 604025872 604029960 604029968 637567046 637567078 637571142 637571174 637599814 637603910 637632518 637632550 637636614 637636646 687882530 687898914 
330.216,0.177211,-0.96402,577601536 581795840 585990144 590184448 637633813 637633845 637633909 637635861 637635893 637637973 
292.665,-0.177307,2.17751,576028672 580222976 584417280 637633045 637633077 637635093 637635125 637637205 
121.005,-1.37225,1.23174,604051008 604054592 604058688 604062784 637603972 637604004 637604072 637636808 
121.275,1.37241,-1.90963,604018384 604021968 604026064 604030160 637604358 637604390 637604458 637637194 
334.025,-0.0448689,3.04779,576552960 580747264 584941568 589135872 637567765 637567829 637567861 637569813 637569845 637600565 
319.771,0.044908,-0.0936955,574980096 579174400 583368704 587563008 637566997 637567061 637569045 637569077 637571189 637599797 
103.26,-2.04858,-3.06868,604050072 604050080 604050584 604050592 604054096 604058192 604062288 687886880 687887136 687903264 687903520 
107.445,2.04849,0.0728583,604017160 604017168 604017672 604017680 604021256 604025352 604029448 687882274 687882530 687898658 687898914 
581.862,0.05611,-0.349498,577863680 582057984 586252288 587563008 590446592 637567093 637568405 637570453 637570485 637572565 637601205 
558.016,-0.0567758,2.79215,576290816 580485120 584679424 588873728 637567637 637569685 637569717 637571797 637571829 637600437 
570.218,-1.90506,1.32699,604049984 604049992 604050496 604050504 604054048 604054056 604058144 604058152 604062240 604062248 687884064 687884320 687900448 687900704 
567.24,1.90492,-1.81469,604017360 604017368 604017872 604017880 604021352 604021360 604025448 604025456 604029544 604029552 687888674 687888930 687905058 687905314 
549.605,-2.15442,-2.97867,604050080 604050592 604054096 604058192 604062288 687887136 687903520 
820.918,2.1537,0.162908,604017168 604017680 604021256 604025352 604029448 687882530 687898914 
969.823,-2.4144,0.556747,604049952 604050464 604054032 604058128 604062224 
360.756,2.41438,-2.58494,604017328 604017840 604021336 604025432 
787.604,-2.05478,-1.95809,604050128 604050640 604054120 604058216 604062312 687888416 687888672 687904800 687905056 
1098.18,2.05479,1.18346,604017216 604017728 604021280 604025376 604029472 687883810 687884066 687900194 687900450 
591.48,-0.00940733,3.08142,576552960 580747264 584941568 589135872 637567765 637567829 637567861 637569813 637569845 637600565 
626.788,0.00833604,-0.0601639,574980096 579174400 583368704 587563008 637599797 637632533 637632597 637634581 637634613 637636725 
793.571,-0.671489,3.0714,576520192 580714496 584876032 589070336 637567821 637567853 637633297 637633329 637635345 637635377 
911.114,0.671478,-0.0701787,575012864 579207168 583434240 587628544 637567069 637571197 637632537 637632569 637634585 637634617 
787.386,-1.71091,-0.693977,604050184 604050696 604054152 604062984 637608676 637641412 687890464 687906848 
889.483,1.71081,2.44758,604017272 604017784 604021312 604030072 637608294 637640966 637641030 687885858 687902242 
362.204,-1.6514,-1.5869,604050144 604050656 604054128 604058848 604062944 637612612 637612644 637645316 687889184 687905568 
403.335,1.65165,1.55465,604017232 604017744 604021288 604025936 604030032 637612230 637612262 637644934 687884578 687900962 
66.8508,-1.15118,2.51967,576225280 604054656 604058752 637579592 637633165 637635213 637645096 
68.5151,1.15105,-0.621882,577929216 604022024 604026120 637575882 637608618 637633949 637635997 637641354 637641386 
65.6236,-1.93875,0.906009,604049968 604050480 604054040 604058136 604062232 687883552 687899936 
73.1539,1.93874,-2.23488,604017344 604017856 604021344 604025440 604029536 687888162 687888418 687904546 687904802 
33.3735,-0.431377,-1.5121,577306624 581500928 585695232 590938112 637568145 637568177 637570193 637570225 637600945 637637841 637637873 
34.1597,0.431467,1.62952,575799296 579993600 584187904 588382208 637567417 637567449 637569433 637569465 637637113 
691.01,-1.27243,-2.12873,604051144 604054728 604058824 604062920 637567492 637567524 637567592 637600328 
702.442,1.2725,1.01297,604018232 604021816 604025912 604030008 637567110 637567142 637567210 637599946 637599978 
15.3852,-0.833886,-1.39675,581468160 585662464 637568173 637570189 637602989 637633681 637633741 
15.5801,0.833453,1.74515,575832064 580288512 584482816 637567389 637567549 637602365 637633117 
863.4,-1.15772,2.45988,576225280 604054648 604058744 637575496 637633165 637635213 637641000 
836.313,1.15789,-0.68171,577929216 604022024 604026120 637575882 637633949 637635997 637641354 637641386 
661.39,-1.54292,-0.977981,604051192 604051200 604054776 604054784 604058872 604058880 604062968 604062976 637567684 637567716 637571780 637600452 637633156 637633188 637637252 637637284 687890208 687906592 
625.841,1.54322,2.16361,604017264 604017776 604018280 604021864 604025960 604030056 637567302 637567334 637571398 637600070 637632774 637632806 637636870 687885602 687901986 
586.532,-0.468919,3.09229,576520192 580714496 584908800 589103104 637567761 637569809 637569841 637600561 637633361 637633393 
8.6051e+08,0.469363,-0.0486604,575012864 579207168 583401472 587595776 637567001 637569049 637569081 637599801 637632601 637634617 637636729 
79.0506,0.849841,0.673114,575307776 579502080 583696384 637567165 637569181 637601981 637636829 
78.6493,-0.849952,-2.46845,576749568 580943872 585138176 637567917 637569933 637602733 637637581 
790.421,-1.27621,2.27593,604051056 604054640 604058736 604062832 637571332 637571364 637571432 637604168 637604200 
774.758,1.27598,-0.86557,604018432 604022016 604026112 604030208 637571718 637571750 637571818 637604554 637604586 
134.491,-0.798152,-3.05374,576520192 580681728 584876032 589070336 637567789 637569837 637633297 637633389 637637453 
133.614,0.798237,0.0878773,575012864 579239936 583434240 587628544 637567037 637569085 637571165 637632537 637636701 637636733 
962.594,-2.34763,1.96848,604050016 604050024 604050528 604050536 604054064 604058160 604062256 
592.814,2.34713,-1.17323,604017392 604017400 604017904 604017912 604021368 604021376 604025464 604029560 637567682 637567714 637575746 637575778 687902530 
334.626,-0.737922,-0.637186,577830912 581992448 586186752 590381056 637568461 637570477 637633937 637635985 637638125 
355.311,0.738117,2.50431,576323584 580550656 584744960 588677120 588939264 637567709 637569725 637633177 637633277 637635225 
706.9,-1.66931,2.6328,604050048 604050560 604054080 604058752 604062848 637612356 637612388 637645124 687886112 687902496 
621.191,1.66946,-0.508772,604017424 604017936 604021384 604026128 604030224 637612742 637612774 637645510 687890722 687907106 
602.38,-1.57288,0.610606,604049952 604050464 604050976 604050984 604054568 604058656 604058664 604062752 604062760 637579364 637583460 637612100 637616196 637644804 637644836 637648900 637648932 687883040 687899424 
528.004,1.57313,-2.5309,604017328 604017840 604018352 604018360 604021944 604026032 604026040 604030128 604030136 637579750 637583846 637612486 637616582 637645190 637645222 637649286 637649318 687887650 687887906 687904034 
96.3193,-2.01055,-2.19208,604050112 604050120 604050624 604050632 604054112 604054120 604058208 604058216 604062304 604062312 687888160 687888416 687904544 687904800 
98.5849,2.01078,0.949689,604017200 604017208 604017712 604017720 604021272 604021280 604025368 604025376 604029464 604029472 687883554 687883810 687899938 687900194 
168.916,-2.29957,2.76458,604050056 604050568 604054088 604058184 604062280 
205.836,2.29908,-0.37678,604017432 604017944 604021392 604025488 604029584 
46.2979,-2.01181,2.0545,604050016 604050024 604050528 604050536 604054064 604054072 604058160 604058168 604062256 604062264 687885088 687885344 687901472 687901728 
47.0995,2.01186,-1.08716,604017400 604017912 604021376 604025472 604029568 637567682 637567714 687889954 687902530 687906338 
356.188,-1.70906,-0.439016,604050192 604050200 604050704 604050712 604054152 604054160 604058248 604062992 604063000 637612772 637616868 637645508 637649604 687886656 687890720 687890976 687907104 687907360 
350.672,1.70928,2.70254,604017280 604017288 604017792 604017800 604021312 604021320 604025416 604030080 604030088 637612390 637616486 637645126 637649222 687886114 687886370 687902498 687902754 
225.402,-2.09716,2.27771,604050032 604050544 604054072 604058168 604062264 687885600 687901984 
200.165,2.09725,-0.863867,604017408 604017920 604021376 604025472 604029568 637567682 637567714 687890210 687902530 687906594 
590.217,-0.156857,2.08263,576028672 580222976 584417280 588611584 637633045 637633077 637633109 637633141 637635093 637635125 
554.512,0.157073,-1.05881,577601536 581795840 585990144 590184448 637633813 637633845 637633877 637633909 637635861 637635893 
995.884,-0.930603,-1.77189,577011712 581468160 604051672 637568013 637575688 637633709 637635757 
872.741,0.930815,1.3697,575569920 580026368 604018760 637567261 637567421 637575306 637602237 637632957 637632989 637635005 
953.653,0.285215,-0.722177,577601536 582090752 586285056 590479360 637568441 637568473 637568505 637570489 637633813 
979.597,-0.285252,2.41946,580452352 584646656 588578816 637567665 637567697 637569713 637571697 
476.531,-1.43763,2.51145,604051064 604054648 604058744 604062840 637575492 637608196 637608228 637641064 
471.907,1.43787,-0.630145,604018440 604018448 604022024 604022032 604026120 604026128 604030216 637575878 637608582 637608614 637612710 637641350 637641450 637645446 637645546 
871.182,0.778856,-2.6123,576847872 581074944 585269248 589463552 637567933 637567965 637569981 637633433 637633533 637635481 
903.085,-0.778894,0.529253,575209472 579371008 583565312 587759616 637567149 637567181 637569197 637632657 637634705 637636845 
103.445,-1.28009,-2.95665,604051104 604054688 604058784 604062880 637571460 637571492 637571560 637604296 637604328 
108.497,1.28002,0.185026,604018192 604021776 604025872 604029968 637571078 637571110 637571178 637603914 637603946 
547.151,-1.95309,-0.0839709,604049928 604050208 604050440 604050720 604054024 604054160 604058120 604058256 604062216 604062352 687882272 687886656 687891232 687898656 687907616 
618.891,1.95315,3.05759,604017296 604017304 604017808 604017816 604021320 604021328 604025416 604025424 604029512 604029520 687886626 687886882 687903010 687903266 
