det_raw_id,sub_det
585691136,DT
585704448,DT
585705472,DT
585706496,DT
585707520,DT
585712640,DT
585713664,DT
585714688,DT
585715712,DT
585720832,DT
585721856,DT
585722880,DT
585723904,DT
585737216,DT
585738240,DT
585739264,DT
585740288,DT
585745408,DT
585746432,DT
585747456,DT
585748480,DT
585753600,DT
585754624,DT
585755648,DT
585756672,DT
585769984,DT
585771008,DT
585772032,DT
585773056,DT
585778176,DT
585779200,DT
585780224,DT
585781248,DT
585786368,DT
585787392,DT
585788416,DT
585789440,DT
585802752,DT
585803776,DT
585804800,DT
585805824,DT
585810944,DT
585811968,DT
585812992,DT
585814016,DT
585819136,DT
585820160,DT
585821184,DT
585822208,DT
585933824,DT
585934848,DT
585935872,DT
585936896,DT
585942016,DT
585943040,DT
585944064,DT
585945088,DT
585950208,DT
585951232,DT
585952256,DT
585953280,DT
585966592,DT
585967616,DT
585968640,DT
585969664,DT
585974784,DT
585975808,DT
585976832,DT
585977856,DT
585982976,DT
585984000,DT
585985024,DT
585986048,DT
585999360,DT
586000384,DT
586001408,DT
586002432,DT
586007552,DT
586008576,DT
586009600,DT
586010624,DT
586015744,DT
586016768,DT
586017792,DT
586018816,DT
586032128,DT
586033152,DT
586034176,DT
586035200,DT
586040320,DT
586041344,DT
586042368,DT
586043392,DT
586048512,DT
586049536,DT
586050560,DT
586051584,DT
586064896,DT
586065920,DT
586066944,DT
586067968,DT
586073088,DT
586074112,DT
586075136,DT
586076160,DT
586081280,DT
586082304,DT
586083328,DT
586084352,DT
586195968,DT
586196992,DT
586198016,DT
586199040,DT
586204160,DT
586205184,DT
586206208,DT
586207232,DT
586212352,DT
586213376,DT
586214400,DT
586215424,DT
586228736,DT
586229760,DT
586230784,DT
586231808,DT
586236928,DT
586237952,DT
586238976,DT
586240000,DT
586245120,DT
586246144,DT
586247168,DT
586248192,DT
586261504,DT
586262528,DT
586263552,DT
586264576,DT
586269696,DT
586270720,DT
586271744,DT
586272768,DT
586277888,DT
586278912,DT
586279936,DT
586280960,DT
586294272,DT
586295296,DT
586296320,DT
586297344,DT
586302464,DT
586303488,DT
586304512,DT
586305536,DT
586310656,DT
586311680,DT
586312704,DT
586313728,DT
586327040,DT
586328064,DT
586329088,DT
586330112,DT
586335232,DT
586336256,DT
586337280,DT
586338304,DT
586343424,DT
586344448,DT
586345472,DT
586346496,DT
587506688,DT
587507712,DT
587508736,DT
587509760,DT
587523072,DT
587524096,DT
587525120,DT
587526144,DT
587539456,DT
587540480,DT
587541504,DT
587542528,DT
587555840,DT
587556864,DT
587557888,DT
587558912,DT
587572224,DT
587573248,DT
587574272,DT
587575296,DT
587588608,DT
587589632,DT
587590656,DT
587591680,DT
587604992,DT
587606016,DT
587607040,DT
587608064,DT
587621376,DT
587622400,DT
587623424,DT
587624448,DT
587637760,DT
587638784,DT
587639808,DT
587640832,DT
587654144,DT
587655168,DT
587656192,DT
587657216,DT
587768832,DT
587769856,DT
587770880,DT
587771904,DT
587785216,DT
587786240,DT
587787264,DT
587788288,DT
587801600,DT
587802624,DT
587803648,DT
587804672,DT
587817984,DT
587819008,DT
587820032,DT
587821056,DT
587834368,DT
587835392,DT
587836416,DT
587837440,DT
587850752,DT
587851776,DT
587852800,DT
587853824,DT
587867136,DT
587868160,DT
587869184,DT
587870208,DT
587883520,DT
587884544,DT
587885568,DT
587886592,DT
587899904,DT
587900928,DT
587901952,DT
587902976,DT
587916288,DT
587917312,DT
587918336,DT
587919360,DT
588030976,DT
588032000,DT
588033024,DT
588034048,DT
588047360,DT
588048384,DT
588049408,DT
588050432,DT
588063744,DT
588064768,DT
588065792,DT
588066816,DT
588080128,DT
588081152,DT
588082176,DT
588083200,DT
588096512,DT
588097536,DT
588098560,DT
588099584,DT
588112896,DT
588113920,DT
588114944,DT
588115968,DT
588129280,DT
588130304,DT
588131328,DT
588132352,DT
588145664,DT
588146688,DT
588147712,DT
588148736,DT
588162048,DT
588163072,DT
588164096,DT
588165120,DT
588178432,DT
588179456,DT
588180480,DT
588181504,DT
588293120,DT
588294144,DT
588295168,DT
588296192,DT
588309504,DT
588310528,DT
588311552,DT
588312576,DT
588325888,DT
588326912,DT
588327936,DT
588328960,DT
588342272,DT
588343296,DT
588344320,DT
588345344,DT
588358656,DT
588359680,DT
588360704,DT
588361728,DT
588375040,DT
588376064,DT
588377088,DT
588378112,DT
588391424,DT
588392448,DT
588393472,DT
588394496,DT
588407808,DT
588408832,DT
588409856,DT
588410880,DT
588424192,DT
588425216,DT
588426240,DT
588427264,DT
588440576,DT
588441600,DT
588442624,DT
588443648,DT
588555264,DT
588556288,DT
588557312,DT
588558336,DT
588571648,DT
588572672,DT
588573696,DT
588574720,DT
588588032,DT
588589056,DT
588590080,DT
588591104,DT
588604416,DT
588605440,DT
588606464,DT
588607488,DT
588620800,DT
588621824,DT
588622848,DT
588623872,DT
588637184,DT
588638208,DT
588639232,DT
588640256,DT
588653568,DT
588654592,DT
588655616,DT
588656640,DT
588669952,DT
588670976,DT
588672000,DT
588673024,DT
588686336,DT
588687360,DT
588688384,DT
588689408,DT
588702720,DT
588703744,DT
588704768,DT
588705792,DT
588817408,DT
588818432,DT
588819456,DT
588820480,DT
588833792,DT
588834816,DT
588835840,DT
588836864,DT
588850176,DT
588851200,DT
588852224,DT
588853248,DT
588866560,DT
588867584,DT
588868608,DT
588869632,DT
588882944,DT
588883968,DT
588884992,DT
588886016,DT
588899328,DT
588900352,DT
588901376,DT
588902400,DT
588915712,DT
588916736,DT
588917760,DT
588918784,DT
588932096,DT
588933120,DT
588934144,DT
588935168,DT
588948480,DT
588949504,DT
588950528,DT
588951552,DT
588964864,DT
588965888,DT
588966912,DT
588967936,DT
589079552,DT
589080576,DT
589081600,DT
589082624,DT
589095936,DT
589096960,DT
589097984,DT
589099008,DT
589112320,DT
589113344,DT
589114368,DT
589115392,DT
589128704,DT
589129728,DT
589130752,DT
589131776,DT
589145088,DT
589146112,DT
589147136,DT
589148160,DT
589161472,DT
589162496,DT
589163520,DT
589164544,DT
589177856,DT
589178880,DT
589179904,DT
589180928,DT
589194240,DT
589195264,DT
589196288,DT
589197312,DT
589210624,DT
589211648,DT
589212672,DT
589213696,DT
589227008,DT
589228032,DT
589229056,DT
589230080,DT
589341696,DT
589342720,DT
589343744,DT
589344768,DT
589358080,DT
589359104,DT
589360128,DT
589361152,DT
589374464,DT
589375488,DT
589376512,DT
589377536,DT
589390848,DT
589391872,DT
589392896,DT
589393920,DT
589407232,DT
589408256,DT
589409280,DT
589410304,DT
589423616,DT
589424640,DT
589425664,DT
589426688,DT
589440000,DT
589441024,DT
589442048,DT
589443072,DT
589456384,DT
589457408,DT
589458432,DT
589459456,DT
589472768,DT
589473792,DT
589474816,DT
589475840,DT
589489152,DT
589490176,DT
589491200,DT
589492224,DT
589603840,DT
589604864,DT
589605888,DT
589606912,DT
589620224,DT
589621248,DT
589622272,DT
589623296,DT
589636608,DT
589637632,DT
589638656,DT
589639680,DT
589652992,DT
589654016,DT
589655040,DT
589656064,DT
589669376,DT
589670400,DT
589671424,DT
589672448,DT
589685760,DT
589686784,DT
589687808,DT
589688832,DT
589702144,DT
589703168,DT
589704192,DT
589705216,DT
589718528,DT
589719552,DT
589720576,DT
589721600,DT
589734912,DT
589735936,DT
589736960,DT
589737984,DT
589751296,DT
589752320,DT
589753344,DT
589754368,DT
589865984,DT
589867008,DT
589868032,DT
589869056,DT
589882368,DT
589883392,DT
589884416,DT
589885440,DT
589898752,DT
589899776,DT
589900800,DT
589901824,DT
589915136,DT
589916160,DT
589917184,DT
589918208,DT
589931520,DT
589932544,DT
589933568,DT
589934592,DT
589947904,DT
589948928,DT
589949952,DT
589950976,DT
589964288,DT
589965312,DT
589966336,DT
589967360,DT
589980672,DT
589981696,DT
589982720,DT
589983744,DT
589997056,DT
589998080,DT
589999104,DT
590000128,DT
590013440,DT
590014464,DT
590015488,DT
590016512,DT
590128128,DT
590129152,DT
590130176,DT
590131200,DT
590144512,DT
590145536,DT
590146560,DT
590147584,DT
590160896,DT
590161920,DT
590162944,DT
590163968,DT
590177280,DT
590178304,DT
590179328,DT
590180352,DT
590193664,DT
590194688,DT
590195712,DT
590196736,DT
590210048,DT
590211072,DT
590212096,DT
590213120,DT
590226432,DT
590227456,DT
590228480,DT
590229504,DT
590242816,DT
590243840,DT
590244864,DT
590245888,DT
590259200,DT
590260224,DT
590261248,DT
590262272,DT
590275584,DT
590276608,DT
590277632,DT
590278656,DT
590390272,DT
590391296,DT
590392320,DT
590393344,DT
590406656,DT
590407680,DT
590408704,DT
590409728,DT
590423040,DT
590424064,DT
590425088,DT
590426112,DT
590439424,DT
590440448,DT
590441472,DT
590442496,DT
590455808,DT
590456832,DT
590457856,DT
590458880,DT
590472192,DT
590473216,DT
590474240,DT
590475264,DT
590488576,DT
590489600,DT
590490624,DT
590491648,DT
590504960,DT
590505984,DT
590507008,DT
590508032,DT
590521344,DT
590522368,DT
590523392,DT
590524416,DT
590537728,DT
590538752,DT
590539776,DT
590540800,DT
590652416,DT
590653440,DT
590654464,DT
590655488,DT
590668800,DT
590669824,DT
590670848,DT
590671872,DT
590685184,DT
590686208,DT
590687232,DT
590688256,DT
590701568,DT
590702592,DT
590703616,DT
590704640,DT
590717952,DT
590718976,DT
590720000,DT
590721024,DT
590734336,DT
590735360,DT
590736384,DT
590737408,DT
590750720,DT
590751744,DT
590752768,DT
590753792,DT
590767104,DT
590768128,DT
590769152,DT
590770176,DT
590783488,DT
590784512,DT
590785536,DT
590786560,DT
590799872,DT
590800896,DT
590801920,DT
590802944,DT
590914560,DT
590915584,DT
590916608,DT
590917632,DT
590930944,DT
590931968,DT
590932992,DT
590934016,DT
590947328,DT
590948352,DT
590949376,DT
590950400,DT
590963712,DT
590964736,DT
590965760,DT
590966784,DT
590980096,DT
590981120,DT
590982144,DT
590983168,DT
590996480,DT
590997504,DT
590998528,DT
590999552,DT
591012864,DT
591013888,DT
591014912,DT
591015936,DT
591029248,DT
591030272,DT
591031296,DT
591032320,DT
591045632,DT
591046656,DT
591047680,DT
591048704,DT
591062016,DT
591063040,DT
591064064,DT
591065088,DT
604017161,CSC
604017162,CSC
604017163,CSC
604017164,CSC
604017165,CSC
604017166,CSC
604017169,CSC
604017170,CSC
604017171,CSC
604017172,CSC
604017173,CSC
604017174,CSC
604017177,CSC
604017178,CSC
604017179,CSC
604017180,CSC
604017181,CSC
604017182,CSC
604017185,CSC
604017186,CSC
604017187,CSC
604017188,CSC
604017189,CSC
604017190,CSC
604017193,CSC
604017194,CSC
604017195,CSC
604017196,CSC
604017197,CSC
604017198,CSC
604017201,CSC
604017202,CSC
604017203,CSC
604017204,CSC
604017205,CSC
604017206,CSC
604017209,CSC
604017210,CSC
604017211,CSC
604017212,CSC
604017213,CSC
604017214,CSC
604017217,CSC
604017218,CSC
604017219,CSC
604017220,CSC
604017221,CSC
604017222,CSC
604017225,CSC
604017226,CSC
604017227,CSC
604017228,CSC
604017229,CSC
604017230,CSC
604017233,CSC
604017234,CSC
604017235,CSC
604017236,CSC
604017237,CSC
604017238,CSC
604017241,CSC
604017242,CSC
604017243,CSC
604017244,CSC
604017245,CSC
604017246,CSC
604017249,CSC
604017250,CSC
604017251,CSC
604017252,CSC
604017253,CSC
604017254,CSC
604017257,CSC
604017258,CSC
604017259,CSC
604017260,CSC
604017261,CSC
604017262,CSC
604017265,CSC
604017266,CSC
604017267,CSC
604017268,CSC
604017269,CSC
604017270,CSC
604017273,CSC
604017274,CSC
604017275,CSC
604017276,CSC
604017277,CSC
604017278,CSC
604017281,CSC
604017282,CSC
604017283,CSC
604017284,CSC
604017285,CSC
604017286,CSC
604017289,CSC
604017290,CSC
604017291,CSC
604017292,CSC
604017293,CSC
604017294,CSC
604017297,CSC
604017298,CSC
604017299,CSC
604017300,CSC
604017301,CSC
604017302,CSC
604017305,CSC
604017306,CSC
604017307,CSC
604017308,CSC
604017309,CSC
604017310,CSC
604017313,CSC
604017314,CSC
604017315,CSC
604017316,CSC
604017317,CSC
604017318,CSC
604017321,CSC
604017322,CSC
604017323,CSC
604017324,CSC
604017325,CSC
604017326,CSC
604017329,CSC
604017330,CSC
604017331,CSC
604017332,CSC
604017333,CSC
604017334,CSC
604017337,CSC
604017338,CSC
604017339,CSC
604017340,CSC
604017341,CSC
604017342,CSC
604017345,CSC
604017346,CSC
604017347,CSC
604017348,CSC
604017349,CSC
604017350,CSC
604017353,CSC
604017354,CSC
604017355,CSC
604017356,CSC
604017357,CSC
604017358,CSC
604017361,CSC
604017362,CSC
604017363,CSC
604017364,CSC
604017365,CSC
604017366,CSC
604017369,CSC
604017370,CSC
604017371,CSC
604017372,CSC
604017373,CSC
604017374,CSC
604017377,CSC
604017378,CSC
604017379,CSC
604017380,CSC
604017381,CSC
604017382,CSC
604017385,CSC
604017386,CSC
604017387,CSC
604017388,CSC
604017389,CSC
604017390,CSC
604017393,CSC
604017394,CSC
604017395,CSC
604017396,CSC
604017397,CSC
604017398,CSC
604017401,CSC
604017402,CSC
604017403,CSC
604017404,CSC
604017405,CSC
604017406,CSC
604017409,CSC
604017410,CSC
604017411,CSC
604017412,CSC
604017413,CSC
604017414,CSC
604017417,CSC
604017418,CSC
604017419,CSC
604017420,CSC
604017421,CSC
604017422,CSC
604017425,CSC
604017426,CSC
604017427,CSC
604017428,CSC
604017429,CSC
604017430,CSC
604017433,CSC
604017434,CSC
604017435,CSC
604017436,CSC
604017437,CSC
604017438,CSC
604017441,CSC
604017442,CSC
604017443,CSC
604017444,CSC
604017445,CSC
604017446,CSC
604017673,CSC
604017674,CSC
604017675,CSC
604017676,CSC
604017677,CSC
604017678,CSC
604017681,CSC
604017682,CSC
604017683,CSC
604017684,CSC
604017685,CSC
604017686,CSC
604017689,CSC
604017690,CSC
604017691,CSC
604017692,CSC
604017693,CSC
604017694,CSC
604017697,CSC
604017698,CSC
604017699,CSC
604017700,CSC
604017701,CSC
604017702,CSC
604017705,CSC
604017706,CSC
604017707,CSC
604017708,CSC
604017709,CSC
604017710,CSC
604017713,CSC
604017714,CSC
604017715,CSC
604017716,CSC
604017717,CSC
604017718,CSC
604017721,CSC
604017722,CSC
604017723,CSC
604017724,CSC
604017725,CSC
604017726,CSC
604017729,CSC
604017730,CSC
604017731,CSC
604017732,CSC
604017733,CSC
604017734,CSC
604017737,CSC
604017738,CSC
604017739,CSC
604017740,CSC
604017741,CSC
604017742,CSC
604017745,CSC
604017746,CSC
604017747,CSC
604017748,CSC
604017749,CSC
604017750,CSC
604017753,CSC
604017754,CSC
604017755,CSC
604017756,CSC
604017757,CSC
604017758,CSC
604017761,CSC
604017762,CSC
604017763,CSC
604017764,CSC
604017765,CSC
604017766,CSC
604017769,CSC
604017770,CSC
604017771,CSC
604017772,CSC
604017773,CSC
604017774,CSC
604017777,CSC
604017778,CSC
604017779,CSC
604017780,CSC
604017781,CSC
604017782,CSC
604017785,CSC
604017786,CSC
604017787,CSC
604017788,CSC
604017789,CSC
604017790,CSC
604017793,CSC
604017794,CSC
604017795,CSC
604017796,CSC
604017797,CSC
604017798,CSC
604017801,CSC
604017802,CSC
604017803,CSC
604017804,CSC
604017805,CSC
604017806,CSC
604017809,CSC
604017810,CSC
604017811,CSC
604017812,CSC
604017813,CSC
604017814,CSC
604017817,CSC
604017818,CSC
604017819,CSC
604017820,CSC
604017821,CSC
604017822,CSC
604017825,CSC
604017826,CSC
604017827,CSC
604017828,CSC
604017829,CSC
604017830,CSC
604017833,CSC
604017834,CSC
604017835,CSC
604017836,CSC
604017837,CSC
604017838,CSC
604017841,CSC
604017842,CSC
604017843,CSC
604017844,CSC
604017845,CSC
604017846,CSC
604017849,CSC
604017850,CSC
604017851,CSC
604017852,CSC
604017853,CSC
604017854,CSC
604017857,CSC
604017858,CSC
604017859,CSC
604017860,CSC
604017861,CSC
604017862,CSC
604017865,CSC
604017866,CSC
604017867,CSC
604017868,CSC
604017869,CSC
604017870,CSC
604017873,CSC
604017874,CSC
604017875,CSC
604017876,CSC
604017877,CSC
604017878,CSC
604017881,CSC
604017882,CSC
604017883,CSC
604017884,CSC
604017885,CSC
604017886,CSC
604017889,CSC
604017890,CSC
604017891,CSC
604017892,CSC
604017893,CSC
604017894,CSC
604017897,CSC
604017898,CSC
604017899,CSC
604017900,CSC
604017901,CSC
604017902,CSC
604017905,CSC
604017906,CSC
604017907,CSC
604017908,CSC
604017909,CSC
604017910,CSC
604017913,CSC
604017914,CSC
604017915,CSC
604017916,CSC
604017917,CSC
604017918,CSC
604017921,CSC
604017922,CSC
604017923,CSC
604017924,CSC
604017925,CSC
604017926,CSC
604017929,CSC
604017930,CSC
604017931,CSC
604017932,CSC
604017933,CSC
604017934,CSC
604017937,CSC
604017938,CSC
604017939,CSC
604017940,CSC
604017941,CSC
604017942,CSC
604017945,CSC
604017946,CSC
604017947,CSC
604017948,CSC
604017949,CSC
604017950,CSC
604017953,CSC
604017954,CSC
604017955,CSC
604017956,CSC
604017957,CSC
604017958,CSC
604018185,CSC
604018186,CSC
604018187,CSC
604018188,CSC
604018189,CSC
604018190,CSC
604018193,CSC
604018194,CSC
604018195,CSC
604018196,CSC
604018197,CSC
604018198,CSC
604018201,CSC
604018202,CSC
604018203,CSC
604018204,CSC
604018205,CSC
604018206,CSC
604018209,CSC
604018210,CSC
604018211,CSC
604018212,CSC
604018213,CSC
604018214,CSC
604018217,CSC
604018218,CSC
604018219,CSC
604018220,CSC
604018221,CSC
604018222,CSC
604018225,CSC
604018226,CSC
604018227,CSC
604018228,CSC
604018229,CSC
604018230,CSC
604018233,CSC
604018234,CSC
604018235,CSC
604018236,CSC
604018237,CSC
604018238,CSC
604018241,CSC
604018242,CSC
604018243,CSC
604018244,CSC
604018245,CSC
604018246,CSC
604018249,CSC
604018250,CSC
604018251,CSC
604018252,CSC
604018253,CSC
604018254,CSC
604018257,CSC
604018258,CSC
604018259,CSC
604018260,CSC
604018261,CSC
604018262,CSC
604018265,CSC
604018266,CSC
604018267,CSC
604018268,CSC
604018269,CSC
604018270,CSC
604018273,CSC
604018274,CSC
604018275,CSC
604018276,CSC
604018277,CSC
604018278,CSC
604018281,CSC
604018282,CSC
604018283,CSC
604018284,CSC
604018285,CSC
604018286,CSC
604018289,CSC
604018290,CSC
604018291,CSC
604018292,CSC
604018293,CSC
604018294,CSC
604018297,CSC
604018298,CSC
604018299,CSC
604018300,CSC
604018301,CSC
604018302,CSC
604018305,CSC
604018306,CSC
604018307,CSC
604018308,CSC
604018309,CSC
604018310,CSC
604018313,CSC
604018314,CSC
604018315,CSC
604018316,CSC
604018317,CSC
604018318,CSC
604018321,CSC
604018322,CSC
604018323,CSC
604018324,CSC
604018325,CSC
604018326,CSC
604018329,CSC
604018330,CSC
604018331,CSC
604018332,CSC
604018333,CSC
604018334,CSC
604018337,CSC
604018338,CSC
604018339,CSC
604018340,CSC
604018341,CSC
604018342,CSC
604018345,CSC
604018346,CSC
604018347,CSC
604018348,CSC
604018349,CSC
604018350,CSC
604018353,CSC
604018354,CSC
604018355,CSC
604018356,CSC
604018357,CSC
604018358,CSC
604018361,CSC
604018362,CSC
604018363,CSC
604018364,CSC
604018365,CSC
604018366,CSC
604018369,CSC
604018370,CSC
604018371,CSC
604018372,CSC
604018373,CSC
604018374,CSC
604018377,CSC
604018378,CSC
604018379,CSC
604018380,CSC
604018381,CSC
604018382,CSC
604018385,CSC
604018386,CSC
604018387,CSC
604018388,CSC
604018389,CSC
604018390,CSC
604018393,CSC
604018394,CSC
604018395,CSC
604018396,CSC
604018397,CSC
604018398,CSC
604018401,CSC
604018402,CSC
604018403,CSC
604018404,CSC
604018405,CSC
604018406,CSC
604018409,CSC
604018410,CSC
604018411,CSC
604018412,CSC
604018413,CSC
604018414,CSC
604018417,CSC
604018418,CSC
604018419,CSC
604018420,CSC
604018421,CSC
604018422,CSC
604018425,CSC
604018426,CSC
604018427,CSC
604018428,CSC
604018429,CSC
604018430,CSC
604018433,CSC
604018434,CSC
604018435,CSC
604018436,CSC
604018437,CSC
604018438,CSC
604018441,CSC
604018442,CSC
604018443,CSC
604018444,CSC
604018445,CSC
604018446,CSC
604018449,CSC
604018450,CSC
604018451,CSC
604018452,CSC
604018453,CSC
604018454,CSC
604018457,CSC
604018458,CSC
604018459,CSC
604018460,CSC
604018461,CSC
604018462,CSC
604018465,CSC
604018466,CSC
604018467,CSC
604018468,CSC
604018469,CSC
604018470,CSC
604018697,CSC
604018698,CSC
604018699,CSC
604018700,CSC
604018701,CSC
604018702,CSC
604018705,CSC
604018706,CSC
604018707,CSC
604018708,CSC
604018709,CSC
604018710,CSC
604018713,CSC
604018714,CSC
604018715,CSC
604018716,CSC
604018717,CSC
604018718,CSC
604018721,CSC
604018722,CSC
604018723,CSC
604018724,CSC
604018725,CSC
604018726,CSC
604018729,CSC
604018730,CSC
604018731,CSC
604018732,CSC
604018733,CSC
604018734,CSC
604018737,CSC
604018738,CSC
604018739,CSC
604018740,CSC
604018741,CSC
604018742,CSC
604018745,CSC
604018746,CSC
604018747,CSC
604018748,CSC
604018749,CSC
604018750,CSC
604018753,CSC
604018754,CSC
604018755,CSC
604018756,CSC
604018757,CSC
604018758,CSC
604018761,CSC
604018762,CSC
604018763,CSC
604018764,CSC
604018765,CSC
604018766,CSC
604018769,CSC
604018770,CSC
604018771,CSC
604018772,CSC
604018773,CSC
604018774,CSC
604018777,CSC
604018778,CSC
604018779,CSC
604018780,CSC
604018781,CSC
604018782,CSC
604018785,CSC
604018786,CSC
604018787,CSC
604018788,CSC
604018789,CSC
604018790,CSC
604018793,CSC
604018794,CSC
604018795,CSC
604018796,CSC
604018797,CSC
604018798,CSC
604018801,CSC
604018802,CSC
604018803,CSC
604018804,CSC
604018805,CSC
604018806,CSC
604018809,CSC
604018810,CSC
604018811,CSC
604018812,CSC
604018813,CSC
604018814,CSC
604018817,CSC
604018818,CSC
604018819,CSC
604018820,CSC
604018821,CSC
604018822,CSC
604018825,CSC
604018826,CSC
604018827,CSC
604018828,CSC
604018829,CSC
604018830,CSC
604018833,CSC
604018834,CSC
604018835,CSC
604018836,CSC
604018837,CSC
604018838,CSC
604018841,CSC
604018842,CSC
604018843,CSC
604018844,CSC
604018845,CSC
604018846,CSC
604018849,CSC
604018850,CSC
604018851,CSC
604018852,CSC
604018853,CSC
604018854,CSC
604018857,CSC
604018858,CSC
604018859,CSC
604018860,CSC
604018861,CSC
604018862,CSC
604018865,CSC
604018866,CSC
604018867,CSC
604018868,CSC
604018869,CSC
604018870,CSC
604018873,CSC
604018874,CSC
604018875,CSC
604018876,CSC
604018877,CSC
604018878,CSC
604018881,CSC
604018882,CSC
604018883,CSC
604018884,CSC
604018885,CSC
604018886,CSC
604018889,CSC
604018890,CSC
604018891,CSC
604018892,CSC
604018893,CSC
604018894,CSC
604018897,CSC
604018898,CSC
604018899,CSC
604018900,CSC
604018901,CSC
604018902,CSC
604018905,CSC
604018906,CSC
604018907,CSC
604018908,CSC
604018909,CSC
604018910,CSC
604018913,CSC
604018914,CSC
604018915,CSC
604018916,CSC
604018917,CSC
604018918,CSC
604018921,CSC
604018922,CSC
604018923,CSC
604018924,CSC
604018925,CSC
604018926,CSC
604018929,CSC
604018930,CSC
604018931,CSC
604018932,CSC
604018933,CSC
604018934,CSC
604018937,CSC
604018938,CSC
604018939,CSC
604018940,CSC
604018941,CSC
604018942,CSC
604018945,CSC
604018946,CSC
604018947,CSC
604018948,CSC
604018949,CSC
604018950,CSC
604018953,CSC
604018954,CSC
604018955,CSC
604018956,CSC
604018957,CSC
604018958,CSC
604018961,CSC
604018962,CSC
604018963,CSC
604018964,CSC
604018965,CSC
604018966,CSC
604018969,CSC
604018970,CSC
604018971,CSC
604018972,CSC
604018973,CSC
604018974,CSC
604018977,CSC
604018978,CSC
604018979,CSC
604018980,CSC
604018981,CSC
604018982,CSC
604021257,CSC
604021258,CSC
604021259,CSC
604021260,CSC
604021261,CSC
604021262,CSC
604021265,CSC
604021266,CSC
604021267,CSC
604021268,CSC
604021269,CSC
604021270,CSC
604021273,CSC
604021274,CSC
604021275,CSC
604021276,CSC
604021277,CSC
604021278,CSC
604021281,CSC
604021282,CSC
604021283,CSC
604021284,CSC
604021285,CSC
604021286,CSC
604021289,CSC
604021290,CSC
604021291,CSC
604021292,CSC
604021293,CSC
604021294,CSC
604021297,CSC
604021298,CSC
604021299,CSC
604021300,CSC
604021301,CSC
604021302,CSC
604021305,CSC
604021306,CSC
604021307,CSC
604021308,CSC
604021309,CSC
604021310,CSC
604021313,CSC
604021314,CSC
604021315,CSC
604021316,CSC
604021317,CSC
604021318,CSC
604021321,CSC
604021322,CSC
604021323,CSC
604021324,CSC
604021325,CSC
604021326,CSC
604021329,CSC
604021330,CSC
604021331,CSC
604021332,CSC
604021333,CSC
604021334,CSC
604021337,CSC
604021338,CSC
604021339,CSC
604021340,CSC
604021341,CSC
604021342,CSC
604021345,CSC
604021346,CSC
604021347,CSC
604021348,CSC
604021349,CSC
604021350,CSC
604021353,CSC
604021354,CSC
604021355,CSC
604021356,CSC
604021357,CSC
604021358,CSC
604021361,CSC
604021362,CSC
604021363,CSC
604021364,CSC
604021365,CSC
604021366,CSC
604021369,CSC
604021370,CSC
604021371,CSC
604021372,CSC
604021373,CSC
604021374,CSC
604021377,CSC
604021378,CSC
604021379,CSC
604021380,CSC
604021381,CSC
604021382,CSC
604021385,CSC
604021386,CSC
604021387,CSC
604021388,CSC
604021389,CSC
604021390,CSC
604021393,CSC
604021394,CSC
604021395,CSC
604021396,CSC
604021397,CSC
604021398,CSC
604021769,CSC
604021770,CSC
604021771,CSC
604021772,CSC
604021773,CSC
604021774,CSC
604021777,CSC
604021778,CSC
604021779,CSC
604021780,CSC
604021781,CSC
604021782,CSC
604021785,CSC
604021786,CSC
604021787,CSC
604021788,CSC
604021789,CSC
604021790,CSC
604021793,CSC
604021794,CSC
604021795,CSC
604021796,CSC
604021797,CSC
604021798,CSC
604021801,CSC
604021802,CSC
604021803,CSC
604021804,CSC
604021805,CSC
604021806,CSC
604021809,CSC
604021810,CSC
604021811,CSC
604021812,CSC
604021813,CSC
604021814,CSC
604021817,CSC
604021818,CSC
604021819,CSC
604021820,CSC
604021821,CSC
604021822,CSC
604021825,CSC
604021826,CSC
604021827,CSC
604021828,CSC
604021829,CSC
604021830,CSC
604021833,CSC
604021834,CSC
604021835,CSC
604021836,CSC
604021837,CSC
604021838,CSC
604021841,CSC
604021842,CSC
604021843,CSC
604021844,CSC
604021845,CSC
604021846,CSC
604021849,CSC
604021850,CSC
604021851,CSC
604021852,CSC
604021853,CSC
604021854,CSC
604021857,CSC
604021858,CSC
604021859,CSC
604021860,CSC
604021861,CSC
604021862,CSC
604021865,CSC
604021866,CSC
604021867,CSC
604021868,CSC
604021869,CSC
604021870,CSC
604021873,CSC
604021874,CSC
604021875,CSC
604021876,CSC
604021877,CSC
604021878,CSC
604021881,CSC
604021882,CSC
604021883,CSC
604021884,CSC
604021885,CSC
604021886,CSC
604021889,CSC
604021890,CSC
604021891,CSC
604021892,CSC
604021893,CSC
604021894,CSC
604021897,CSC
604021898,CSC
604021899,CSC
604021900,CSC
604021901,CSC
604021902,CSC
604021905,CSC
604021906,CSC
604021907,CSC
604021908,CSC
604021909,CSC
604021910,CSC
604021913,CSC
604021914,CSC
604021915,CSC
604021916,CSC
604021917,CSC
604021918,CSC
604021921,CSC
604021922,CSC
604021923,CSC
604021924,CSC
604021925,CSC
604021926,CSC
604021929,CSC
604021930,CSC
604021931,CSC
604021932,CSC
604021933,CSC
604021934,CSC
604021937,CSC
604021938,CSC
604021939,CSC
604021940,CSC
604021941,CSC
604021942,CSC
604021945,CSC
604021946,CSC
604021947,CSC
604021948,CSC
604021949,CSC
604021950,CSC
